City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,voznesenye,61.0106,35.4781,21.61,85,100,17.76,RU,1678555604
367,arica,-18.475,-70.3042,87.35,61,0,18.41,CL,1678555340
368,oksovskiy,62.6062,39.8984,19.67,92,100,7.29,RU,1678555605
369,fort nelson,58.8053,-122.7002,-0.06,69,20,4.0,CA,1678555606
370,gladstone,-23.85,151.25,78.73,94,75,3.44,AU,1678555574
371,samarai,-10.6167,150.6667,80.76,78,77,4.21,PG,1678555608
372,kamenka,51.3223,42.7678,44.08,90,100,17.0,RU,1678555609
373,kitimat,54.0524,-128.6534,26.98,83,100,6.08,CA,1678555610
374,belmonte,-15.8631,-38.8828,83.59,62,12,7.87,BR,1678555611
375,alexandria,31.2156,29.9553,68.54,58,81,1.36,EG,1678555390
376,chanika,-5.4167,38.0167,71.74,79,99,9.4,TZ,1678555613
377,mongagua,-24.0931,-46.6208,82.02,81,100,4.88,BR,1678555613
378,la ronge,55.1001,-105.2842,8.85,72,75,9.22,CA,1678555614
379,margate,51.3813,1.3862,43.9,65,98,3.0,GB,1678555616
380,muros,42.7762,-9.0603,61.09,90,100,8.5,ES,1678555617
381,njombe,-9.3333,34.7667,57.9,97,99,4.27,TZ,1678555618
382,cuyo,10.8525,121.0086,79.25,73,4,26.6,PH,1678555398
383,indramayu,-6.3264,108.32,78.21,84,93,4.85,ID,1678555619
384,san joaquin,37.9333,-121.3011,57.85,80,100,0.0,US,1678555620
385,luderitz,-26.6481,15.1594,69.35,62,0,25.86,NA,1678555621
386,carndonagh,55.25,-7.2667,39.25,97,100,19.77,IE,1678555622
387,inongo,-1.95,18.2667,75.31,83,99,3.78,CD,1678555623
388,mount gambier,-37.8333,140.7667,54.14,97,43,3.65,AU,1678555584
389,sola,-13.8833,167.55,79.95,80,100,16.33,VU,1678555626
390,acarau,-2.8856,-40.12,84.74,67,68,12.91,BR,1678555627
391,marovoay,-16.1,46.6333,77.43,92,100,5.53,MG,1678555628
392,ashta,23.0167,76.7167,76.1,22,0,5.99,IN,1678555629
393,yarada,17.65,83.2667,75.52,94,0,2.3,IN,1678555412
394,luang prabang,19.8856,102.1347,76.62,42,84,1.39,LA,1678555631
395,sandovo,58.4602,36.4128,24.78,91,100,16.96,RU,1678555632
396,bonfim,3.0833,-59.95,92.97,37,65,7.65,BR,1678555635
397,porbandar,21.6422,69.6093,79.7,43,61,9.19,IN,1678555637
398,basoko,1.2391,23.616,74.43,88,92,3.58,CD,1678555638
399,santa isabel,-23.3156,-46.2214,79.9,80,98,3.74,BR,1678555390
400,lavrentiya,65.5833,-171.0,10.15,95,100,3.69,RU,1678555640
401,linxia,35.6003,103.2064,30.0,50,51,2.59,CN,1678555641
402,high level,58.5169,-117.136,1.51,78,100,14.97,CA,1678555501
403,parli,18.8486,76.5297,83.28,23,17,4.47,IN,1678555643
404,chalchihuites,23.4833,-103.8833,69.62,19,0,2.08,MX,1678555644
405,ponta delgada,37.7333,-25.6667,63.32,94,75,17.27,PT,1678555547
406,gat,31.61,34.7642,69.4,45,49,4.68,IL,1678555444
407,praya,14.9215,-23.5087,84.74,34,0,23.02,CV,1678555647
408,suntar,62.1444,117.6319,-24.29,100,47,3.78,RU,1678555648
409,chifeng,42.2683,118.9636,27.88,22,100,14.76,CN,1678555649
410,mbalmayo,3.5167,11.5,69.4,96,100,0.98,CM,1678555651
411,andenes,69.3143,16.1194,26.92,80,100,20.71,NO,1678555652
412,sioux lookout,50.1001,-91.917,17.67,41,75,9.22,CA,1678555653
413,bauchi,10.5,10.0,93.27,9,75,7.38,NG,1678555654
414,pauini,-7.7136,-66.9764,75.6,96,100,2.8,BR,1678555656
415,bud,39.447,-86.1758,44.55,68,67,7.0,US,1678555657
416,tiarei,-17.5333,-149.3333,80.62,82,85,16.87,PF,1678555658
417,wiang sa,8.6359,99.3666,71.62,84,26,2.66,TH,1678555659
418,hegra,63.4644,11.114,26.51,74,40,10.36,NO,1678555661
419,baie-comeau,49.2168,-68.1489,28.08,64,0,4.61,CA,1678555526
420,sisophon,13.5859,102.9737,79.3,68,8,9.64,KH,1678555664
421,poum,-20.2333,164.0167,79.32,74,10,17.74,NC,1678555665
422,tha chang,9.2642,99.1922,73.65,85,61,2.51,TH,1678555666
423,changli,39.7042,119.1506,38.68,44,82,9.19,CN,1678555667
424,ossora,59.2353,163.0719,-7.98,73,1,5.14,RU,1678555668
425,cockburn town,21.4612,-71.1419,74.23,60,60,6.49,TC,1678555668
426,swan river,52.1058,-101.2676,12.09,79,100,18.41,CA,1678555669
427,ahuimanu,21.4447,-157.8378,67.78,83,20,3.44,US,1678555670
428,konstantinovka,49.6167,127.9833,10.53,81,22,13.65,RU,1678555671
429,tekeli,44.83,78.8239,46.87,50,92,11.72,KZ,1678555672
430,narsaq,60.9167,-46.05,39.42,68,31,5.23,GL,1678555673
431,machacamarca,-18.1667,-67.0333,64.38,23,82,11.03,BO,1678555675
432,sakakah,29.9697,40.2064,71.17,18,0,10.76,SA,1678555379
433,nassau,40.7507,-73.5829,44.04,77,100,18.41,US,1678555676
434,tautira,-17.7333,-149.15,81.77,83,89,18.32,PF,1678555677
435,bairiki,1.3292,172.9752,80.6,89,20,8.05,KI,1678555679
436,banda aceh,5.5577,95.3222,79.03,81,77,4.14,ID,1678555679
437,boralday,43.3578,76.8594,48.06,71,75,4.47,KZ,1678555680
438,jibuti,11.5,42.5,74.37,74,97,14.12,DJ,1678555681
439,arman,59.7,150.1667,0.01,91,100,5.99,RU,1678555682
440,buraydah,26.326,43.975,72.05,31,4,14.29,SA,1678555502
441,san vicente de canete,-13.0751,-76.3835,78.91,70,98,7.36,PE,1678555686
442,morondava,-20.2833,44.2833,80.28,83,98,7.58,MG,1678555687
443,bambanglipuro,-7.95,110.2833,76.95,83,62,2.39,ID,1678555688
444,takoradi,4.8845,-1.7554,84.25,74,65,11.41,GH,1678555689
445,qui nhon,13.7667,109.2333,73.22,76,61,9.13,VN,1678555690
446,soyo,-6.1349,12.3689,80.69,79,97,9.66,AO,1678555692
447,sinjar,36.3209,41.8754,60.94,36,35,8.41,IQ,1678555693
448,vysokogornyy,50.1167,139.15,8.11,95,95,2.53,RU,1678555694
449,tezu,27.9167,96.1667,70.34,34,36,5.19,IN,1678555695
450,urucara,-2.5364,-57.76,85.33,65,100,1.23,BR,1678555696
451,mount pleasant,32.7941,-79.8626,63.0,44,0,9.22,US,1678555698
452,cayenne,4.9333,-52.3333,86.04,66,75,14.97,GF,1678555699
453,coos bay,43.3665,-124.2179,46.24,94,100,4.61,US,1678555700
454,bull savanna,17.8868,-77.5902,79.99,54,69,8.79,JM,1678555701
455,hof,50.3167,11.9167,32.45,73,75,6.91,DE,1678555703
456,ronne,55.1009,14.7066,37.31,60,75,14.97,DK,1678555704
457,bedesa,8.9,40.7833,68.88,53,96,3.47,ET,1678555705
458,hope,33.6671,-93.5916,59.99,85,100,8.66,US,1678555706
459,shirokiy,49.758,129.523,4.98,86,6,7.72,RU,1678555708
460,kathu,7.9178,98.3332,76.82,68,39,8.77,TH,1678555709
461,miri,4.4148,114.0089,75.34,94,40,0.0,MY,1678555711
462,teya,60.3778,92.6267,29.93,88,100,10.69,RU,1678555712
463,shepsi,44.0361,39.1489,59.23,57,100,21.47,RU,1678555713
464,te anau,-45.4167,167.7167,54.52,90,96,6.42,NZ,1678555715
465,wucheng,29.6008,118.175,57.51,91,95,2.89,CN,1678555716
466,buala,-8.145,159.5921,79.56,84,100,4.43,SB,1678555717
467,maningrida,-12.0667,134.2667,78.19,82,21,3.71,AU,1678555719
468,camocim,-2.9022,-40.8411,82.54,77,61,10.6,BR,1678555721
469,sayyan,15.1718,44.3244,59.54,66,85,1.36,YE,1678555722
470,igarka,67.4667,86.5833,17.44,94,100,24.47,RU,1678555723
471,puerto quijarro,-17.7833,-57.7667,89.4,60,67,4.25,BO,1678555724
472,goure,13.9835,10.2704,89.6,6,100,9.13,NE,1678555725
473,constitucion,-35.3333,-72.4167,65.37,67,0,8.01,CL,1678555726
474,ujfeherto,47.8,21.6833,42.6,68,86,10.51,HU,1678555727
475,bucerias,20.75,-105.3333,76.98,65,40,0.0,MX,1678555728
476,souillac,-20.5167,57.5167,79.18,83,75,5.75,MU,1678555731
477,jiayuguan,39.8167,98.3,30.56,28,0,6.42,CN,1678555732
478,alice springs,-23.7,133.8833,62.15,39,0,0.0,AU,1678555673
479,san ramon,37.7799,-121.978,56.64,87,100,3.0,US,1678555445
480,bagan,54.1001,77.6646,33.01,98,100,11.23,RU,1678555734
481,kardla,58.9978,22.7492,23.05,93,100,11.25,EE,1678555735
482,ayan,56.45,138.1667,15.48,93,100,22.97,RU,1678555736
483,mitchell,43.7094,-98.0298,37.11,83,0,14.97,US,1678555458
484,mabaruma,8.2,-59.7833,85.69,51,100,8.32,GY,1678555738
485,balykshi,47.0667,51.8667,37.4,93,56,8.95,KZ,1678555739
486,buin,-33.7333,-70.75,84.52,33,0,8.63,CL,1678555740
487,chapais,49.7834,-74.8492,19.18,81,98,7.27,CA,1678555741
488,sabha,27.0377,14.4283,77.49,14,0,10.76,LY,1678555743
489,biak,-0.9131,122.8766,75.6,85,58,1.83,ID,1678555744
490,muli,2.9167,73.5667,82.38,75,14,11.68,MV,1678555745
491,heihe,50.2441,127.4902,16.38,89,36,6.55,CN,1678555747
492,goianesia,-15.3175,-49.1175,81.03,66,89,3.85,BR,1678555748
493,elati,39.9801,21.8219,55.31,65,99,4.79,GR,1678555750
494,severomuysk,56.1481,113.4267,-17.9,92,99,1.92,RU,1678555751
495,kristiinankaupunki,62.2743,21.376,21.09,90,100,3.94,FI,1678555756
496,torquay,50.4638,-3.5143,49.86,99,100,1.99,GB,1678555757
497,valparaiso,-33.0393,-71.6273,68.23,69,40,9.22,CL,1678555758
498,west bay,19.3667,-81.4167,82.47,57,20,9.22,KY,1678555760
499,westport,41.1415,-73.3579,44.15,70,100,19.57,US,1678555502
500,krasnovishersk,60.4078,57.082,16.07,97,100,4.21,RU,1678555762
501,araxa,-19.5933,-46.9406,71.22,82,98,2.01,BR,1678555763
502,sur,22.5667,59.5289,77.59,60,100,3.71,OM,1678555765
503,ishinomaki,38.4167,141.3,41.77,79,9,3.62,JP,1678555766
504,coihaique,-45.5752,-72.0662,61.41,100,100,3.44,CL,1678555768
505,pingyi,35.5006,117.6308,45.79,31,95,2.3,CN,1678555769
506,moose factory,51.2585,-80.6094,10.4,72,100,8.05,CA,1678555770
507,kontagora,10.3999,5.4695,101.08,8,97,6.15,NG,1678555772
508,marabba,12.35,32.1833,88.61,10,98,7.87,SD,1678555773
509,teguise,29.0605,-13.564,64.62,88,0,16.11,ES,1678555740
510,palapye,-22.546,27.1251,81.59,33,6,6.69,BW,1678555776
511,itapuranga,-15.5622,-49.9486,76.69,76,100,7.65,BR,1678555777
512,eyl,7.9803,49.8164,79.41,73,1,12.48,SO,1678555778
513,jejuri,18.2833,74.1667,79.38,22,3,7.52,IN,1678555780
514,san vicente,-26.6167,-54.1333,93.25,27,2,1.07,AR,1678555781
515,poggibonsi,43.4724,11.1456,61.23,100,68,4.12,IT,1678555782
516,avera,33.194,-82.5271,60.91,42,55,2.39,US,1678555783
517,nantucket,41.2835,-70.0995,37.54,92,100,21.85,US,1678555732
518,longview,32.5007,-94.7405,64.35,95,100,6.91,US,1678555487
519,bandikui,27.05,76.5667,73.6,24,1,1.16,IN,1678555786
520,kjopsvik,68.097,16.3742,26.47,74,84,10.74,NO,1678555787
521,verkhnyaya toyma,62.2349,44.9985,23.18,94,100,4.76,RU,1678555788
522,clermont,49.5,2.4167,46.71,70,95,8.25,FR,1678555789
523,sorong,-0.8833,131.25,79.52,82,54,2.82,ID,1678555790
524,caravelas,-17.7125,-39.2481,85.42,50,42,9.08,BR,1678555791
525,mahbubnagar,16.7333,77.9833,78.51,33,1,7.61,IN,1678555792
526,staraya mayna,54.6,48.95,30.31,95,90,5.12,RU,1678555794
527,bariadi,-2.8,33.9833,66.13,88,100,2.95,TZ,1678555795
528,lynn haven,30.2455,-85.6483,75.04,40,40,3.44,US,1678555796
529,lodja,-3.4833,23.4333,72.45,96,96,0.25,CD,1678555797
530,alugan,12.2188,125.4808,76.8,82,9,11.95,PH,1678555798
531,hirado,33.3597,129.5531,54.39,89,100,7.47,JP,1678555800
532,caranavi,-15.8167,-67.55,73.11,80,100,1.86,BO,1678555801
533,andros town,24.7,-77.7667,82.36,52,13,16.46,BS,1678555802
534,leh,34.1667,77.5833,17.1,43,0,2.35,IN,1678555804
535,ozerne,50.1782,28.7338,43.34,88,100,12.44,UA,1678555806
536,jambusar,22.05,72.8,82.98,22,5,9.78,IN,1678555807
